Shot #,球桿,桿數優勢,練習球落點距離(碼),無坡落點距離-練習球(碼),比賽球落點(碼),無坡落點距離-比賽球(碼),總距離-練習球(碼),無坡總距離-練習球(碼),總距離-比賽球(碼),無坡總距離-比賽球(碼),最高點 (英尺),頂點（英尺） 高级,球速(mph),球速 (mph) 高級,出球方向,出球角度(度),發射角度（度）高級,從中心點(碼),偏移,離洞距離(碼),目標(碼)
47,7i,--,107.0,107.0,112.0,110.0,114.0,113.0,117.0,116.0,59,62,86.0,88.0,--,23°,25°,--,2R,--,--
48,7i,--,104.0,104.0,107.0,107.0,109.0,108.0,113.0,112.0,66,69,86.0,88.0,--,25°,26°,--,5R,--,--
49,7i,--,95.0,93.0,97.0,95.0,129.0,128.0,131.0,130.0,13,13,96.0,99.0,--,8°,9°,--,2R,--,--
50,7i,--,112.0,110.0,116.0,115.0,116.0,116.0,120.0,120.0,66,69,91.0,93.0,--,24°,25°,--,4R,--,--
51,7i,--,97.0,95.0,100.0,98.0,114.0,112.0,116.0,115.0,39,39,81.0,82.0,--,20°,22°,--,1R,--,--
52,7i,--,100.0,100.0,103.0,103.0,105.0,104.0,108.0,107.0,59,59,83.0,84.0,--,25°,27°,--,5R,--,--
53,6i,--,121.0,120.0,128.0,127.0,147.0,145.0,152.0,151.0,36,36,100.0,103.0,--,13°,14°,--,1R,--,--
54,6i,--,117.0,116.0,121.0,121.0,129.0,129.0,135.0,133.0,52,52,96.0,98.0,--,18°,19°,--,4R,--,--
55,6i,--,136.0,136.0,144.0,144.0,148.0,148.0,156.0,156.0,69,75,105.0,108.0,--,19°,20°,--,3R,--,--
56,6i,--,121.0,120.0,127.0,127.0,136.0,136.0,142.0,141.0,52,56,96.0,98.0,--,18°,20°,--,3R,--,--
57,6i,--,117.0,116.0,122.0,121.0,140.0,139.0,145.0,144.0,43,46,89.0,91.0,--,10°,11°,--,4R,--,--
58,6i,--,112.0,110.0,116.0,114.0,131.0,130.0,136.0,135.0,39,39,93.0,94.0,--,15°,17°,--,1R,--,--
59,6i,--,62.0,57.0,62.0,57.0,107.0,102.0,107.0,103.0,7,7,88.0,89.0,--,7°,8°,--,1R,--,--
60,6i,--,114.0,114.0,118.0,118.0,130.0,130.0,136.0,135.0,46,49,94.0,96.0,--,18°,20°,--,1R,--,--
61,6i,--,95.0,93.0,97.0,95.0,117.0,116.0,119.0,118.0,30,30,83.0,84.0,--,16°,17°,--,2R,--,--
62,6i,--,110.0,109.0,114.0,114.0,129.0,129.0,133.0,132.0,43,43,91.0,93.0,--,16°,18°,--,4R,--,--
63,6i,--,102.0,101.0,104.0,104.0,115.0,114.0,117.0,117.0,46,46,87.0,88.0,--,20°,21°,--,4R,--,--
64,6i,--,124.0,124.0,130.0,130.0,135.0,135.0,141.0,141.0,62,66,99.0,101.0,--,19°,21°,--,5R,--,--
65,6i,--,112.0,112.0,117.0,116.0,127.0,126.0,131.0,130.0,52,52,92.0,94.0,--,19°,20°,--,4R,--,--
66,6i,--,117.0,117.0,122.0,121.0,141.0,140.0,147.0,145.0,43,43,96.0,99.0,--,14°,16°,--,4R,--,--
67,6i,--,128.0,128.0,136.0,136.0,138.0,138.0,145.0,145.0,66,69,100.0,103.0,--,19°,21°,--,1R,--,--
68,6i,--,114.0,113.0,118.0,117.0,132.0,131.0,137.0,136.0,46,49,92.0,94.0,--,18°,20°,--,1R,--,--
69,6i,--,100.0,98.0,103.0,102.0,117.0,117.0,120.0,119.0,39,39,83.0,85.0,--,19°,21°,--,3R,--,--
70,6i,--,93.0,92.0,95.0,94.0,126.0,125.0,128.0,127.0,23,23,88.0,89.0,--,14°,15°,--,2L,--,--
71,6i,--,120.0,120.0,127.0,126.0,150.0,149.0,155.0,154.0,30,30,101.0,103.0,--,10°,11°,--,0,--,--
72,6i,--,98.0,98.0,102.0,101.0,125.0,125.0,127.0,127.0,33,33,89.0,91.0,--,15°,16°,--,4R,--,--
73,6i,--,108.0,108.0,113.0,112.0,138.0,137.0,141.0,141.0,30,30,96.0,98.0,--,13°,14°,--,4R,--,--
74,6i,--,120.0,120.0,127.0,126.0,137.0,136.0,142.0,142.0,52,56,96.0,98.0,--,19°,20°,--,3R,--,--
75,6i,--,108.0,107.0,113.0,112.0,132.0,131.0,136.0,135.0,39,39,86.0,88.0,--,17°,19°,--,0,--,--
76,6i,--,105.0,104.0,108.0,107.0,125.0,125.0,128.0,128.0,36,39,90.0,91.0,--,16°,17°,--,4R,--,--
77,5i,--,129.0,128.0,136.0,136.0,144.0,143.0,151.0,151.0,56,59,101.0,103.0,--,17°,19°,--,5R,--,--
78,5i,--,119.0,119.0,125.0,125.0,127.0,127.0,132.0,132.0,59,62,96.0,98.0,--,19°,21°,--,6R,--,--
79,5i,--,104.0,104.0,107.0,107.0,117.0,117.0,120.0,120.0,46,46,89.0,90.0,--,19°,20°,--,5R,--,--
80,5i,--,115.0,115.0,120.0,120.0,126.0,126.0,131.0,131.0,56,59,93.0,94.0,--,19°,21°,--,5R,--,--
81,5i,--,113.0,113.0,117.0,117.0,130.0,130.0,136.0,135.0,46,46,93.0,94.0,--,17°,18°,--,5R,--,--
82,5i,--,93.0,92.0,95.0,93.0,127.0,126.0,129.0,128.0,16,16,97.0,99.0,--,9°,10°,--,3R,--,--
83,5i,--,100.0,98.0,103.0,102.0,116.0,115.0,119.0,118.0,39,39,86.0,87.0,--,19°,21°,--,4R,--,--
84,5i,--,84.0,81.0,85.0,82.0,115.0,113.0,117.0,114.0,23,23,79.0,80.0,--,16°,17°,--,1R,--,--
85,5i,--,61.0,59.0,62.0,60.0,94.0,92.0,94.0,92.0,10,10,79.0,80.0,--,11°,12°,--,2R,--,--
86,5i,--,59.0,57.0,59.0,57.0,93.0,91.0,93.0,91.0,13,13,73.0,73.0,--,14°,16°,--,1R,--,--
87,PW,--,97.0,97.0,100.0,101.0,112.0,112.0,114.0,115.0,43,43,83.0,83.0,--,20°,22°,--,3L,--,--
88,PW,--,78.0,77.0,79.0,78.0,103.0,102.0,104.0,103.0,20,20,77.0,78.0,--,16°,17°,--,0,--,--
89,PW,--,84.0,83.0,85.0,84.0,98.0,97.0,100.0,98.0,36,36,73.0,73.0,--,23°,24°,--,1L,--,--
90,PW,--,26.0,24.0,27.0,24.0,59.0,57.0,59.0,57.0,3,3,55.0,55.0,--,13°,15°,--,0,--,--
91,PW,--,94.0,93.0,96.0,95.0,110.0,110.0,113.0,113.0,39,39,80.0,80.0,--,20°,22°,--,1L,--,--
92,PW,--,21.0,17.0,21.0,17.0,60.0,57.0,60.0,57.0,3,3,58.0,58.0,--,8°,9°,--,0,--,--
93,PW,--,93.0,92.0,95.0,94.0,100.0,100.0,102.0,102.0,52,56,77.0,78.0,--,26°,28°,--,1L,--,--
94,PW,--,69.0,68.0,70.0,69.0,82.0,81.0,82.0,81.0,33,33,64.0,65.0,--,27°,28°,--,1L,--,--
95,SW,--,20.0,19.0,20.0,19.0,35.0,34.0,35.0,34.0,7,7,27.0,27.0,--,29°,30°,--,0,--,--
96,SW,--,40.0,39.0,40.0,39.0,62.0,61.0,62.0,61.0,16,16,48.0,48.0,--,27°,29°,--,0,--,--
97,SW,--,14.0,12.0,14.0,12.0,40.0,39.0,40.0,39.0,3,3,39.0,39.0,--,15°,17°,--,0,--,--
98,SW,--,12.0,12.0,12.0,12.0,25.0,24.0,25.0,24.0,7,7,25.0,25.0,--,31°,32°,--,0,--,--
99,SW,--,24.0,23.0,24.0,23.0,42.0,40.0,42.0,40.0,7,7,25.0,25.0,--,23°,25°,--,0,--,--
100,SW,--,27.0,26.0,27.0,26.0,51.0,50.0,51.0,50.0,10,10,40.0,40.0,--,24°,25°,--,0,--,--
101,SW,--,20.0,19.0,20.0,19.0,39.0,38.0,39.0,38.0,7,7,32.0,32.0,--,27°,29°,--,0,--,--
102,3H,--,127.0,127.0,135.0,133.0,161.0,161.0,168.0,167.0,23,26,109.0,112.0,--,9°,9°,--,1R,--,--
103,3H,--,127.0,128.0,135.0,135.0,157.0,157.0,164.0,165.0,33,36,106.0,110.0,--,12°,13°,--,2R,--,--
104,3H,--,148.0,148.0,159.0,159.0,175.0,175.0,186.0,186.0,39,43,115.0,119.0,--,11°,12°,--,3L,--,--
105,3H,--,127.0,126.0,133.0,132.0,161.0,160.0,167.0,166.0,20,23,112.0,116.0,--,7°,8°,--,2R,--,--
106,3H,--,40.0,38.0,40.0,38.0,72.0,70.0,72.0,70.0,10,10,60.0,60.0,--,15°,17°,--,0,--,--
107,3H,--,34.0,32.0,34.0,32.0,69.0,67.0,69.0,67.0,3,3,62.0,62.0,--,12°,13°,--,0,--,--
108,3H,--,150.0,150.0,162.0,161.0,183.0,182.0,194.0,194.0,43,46,114.0,117.0,--,11°,12°,--,1R,--,--
109,3H,--,36.0,24.0,36.0,24.0,96.0,83.0,96.0,83.0,0,0,88.0,89.0,--,2°,3°,--,0,--,--
110,3H,--,32.0,23.0,32.0,23.0,75.0,68.0,75.0,68.0,0,0,51.0,51.0,--,6°,7°,--,0,--,--
111,3H,--,149.0,149.0,161.0,160.0,172.0,172.0,184.0,184.0,56,59,112.0,116.0,--,14°,15°,--,1L,--,--
112,3H,--,34.0,30.0,34.0,30.0,73.0,70.0,73.0,70.0,3,3,66.0,66.0,--,10°,10°,--,0,--,--
113,3H,--,143.0,143.0,153.0,153.0,176.0,176.0,186.0,186.0,33,36,116.0,121.0,--,8°,9°,--,0,--,--
114,3H,--,128.0,127.0,135.0,135.0,161.0,160.0,167.0,166.0,33,33,106.0,109.0,--,11°,12°,--,1R,--,--
115,3H,--,124.0,122.0,130.0,129.0,167.0,166.0,174.0,173.0,23,23,111.0,114.0,--,8°,9°,--,2R,--,--
116,3W,--,95.0,93.0,97.0,95.0,135.0,132.0,137.0,135.0,13,13,106.0,110.0,--,8°,8°,--,3L,--,--
117,3W,--,161.0,161.0,175.0,175.0,183.0,183.0,197.0,197.0,52,56,116.0,121.0,--,12°,13°,--,1R,--,--
118,3W,--,22.0,13.0,22.0,13.0,82.0,73.0,82.0,73.0,0,0,58.0,58.0,--,4°,5°,--,1R,--,--
119,3W,--,127.0,127.0,135.0,133.0,163.0,163.0,170.0,170.0,33,33,103.0,106.0,--,11°,12°,--,1L,--,--
120,3W,--,163.0,163.0,178.0,178.0,194.0,194.0,208.0,209.0,43,46,117.0,121.0,--,10°,11°,--,0,--,--
121,3W,--,167.0,167.0,183.0,183.0,199.0,199.0,214.0,215.0,49,56,121.0,126.0,--,10°,11°,--,1R,--,--
122,3W,--,96.0,94.0,98.0,96.0,131.0,130.0,133.0,132.0,13,13,82.0,83.0,--,7°,8°,--,2R,--,--
123,3W,--,165.0,165.0,179.0,179.0,190.0,190.0,206.0,206.0,56,62,119.0,124.0,--,12°,13°,--,2L,--,--
124,3W,--,19.0,17.0,19.0,17.0,47.0,46.0,47.0,46.0,3,3,55.0,55.0,--,14°,15°,--,0,--,--
125,3W,--,156.0,156.0,170.0,170.0,185.0,185.0,198.0,198.0,49,52,116.0,120.0,--,11°,12°,--,2L,--,--
126,3W,--,98.0,100.0,102.0,103.0,140.0,141.0,143.0,144.0,16,16,101.0,103.0,--,10°,11°,--,3L,--,--
127,3W,--,132.0,133.0,141.0,141.0,170.0,170.0,177.0,178.0,30,33,109.0,112.0,--,10°,12°,--,5L,--,--
128,D,--,170.0,172.0,186.0,187.0,208.0,209.0,224.0,225.0,39,43,124.0,129.0,--,10°,12°,--,3L,--,--
129,D,--,133.0,133.0,141.0,142.0,166.0,167.0,175.0,175.0,33,33,113.0,117.0,--,12°,13°,--,5L,--,--
130,D,--,130.0,130.0,137.0,138.0,165.0,166.0,173.0,174.0,26,26,112.0,116.0,--,10°,11°,--,4L,--,--
131,D,--,80.0,74.0,81.0,74.0,144.0,139.0,145.0,139.0,3,3,114.0,117.0,--,2°,3°,--,0,--,--
132,D,--,125.0,124.0,131.0,130.0,170.0,167.0,176.0,174.0,13,13,122.0,127.0,--,6°,7°,--,2R,--,--
133,D,--,176.0,176.0,194.0,194.0,213.0,213.0,231.0,231.0,49,52,124.0,129.0,--,10°,11°,--,2L,--,--
134,D,--,186.0,187.0,206.0,207.0,219.0,219.0,237.0,238.0,56,62,132.0,138.0,--,11°,12°,--,1R,--,--
135,D,--,178.0,178.0,196.0,196.0,197.0,197.0,214.0,214.0,79,85,124.0,130.0,--,15°,16°,--,3R,--,--
136,D,--,165.0,165.0,179.0,179.0,178.0,179.0,194.0,194.0,82,92,119.0,124.0,--,16°,17°,--,7R,--,--
137,D,--,184.0,183.0,203.0,201.0,217.0,214.0,236.0,234.0,52,59,130.0,136.0,--,11°,12°,--,2R,--,--
138,D,--,168.0,168.0,184.0,184.0,187.0,187.0,202.0,202.0,75,82,116.0,121.0,--,15°,16°,--,1R,--,--
139,D,--,133.0,133.0,142.0,142.0,153.0,153.0,162.0,161.0,49,52,105.0,107.0,--,15°,16°,--,7R,--,--
140,D,--,147.0,147.0,157.0,156.0,174.0,173.0,185.0,184.0,46,49,114.0,117.0,--,12°,13°,--,5R,--,--
141,D,--,97.0,96.0,101.0,98.0,154.0,153.0,156.0,155.0,7,7,126.0,132.0,--,3°,4°,--,1L,--,--
142,D,--,131.0,131.0,139.0,139.0,164.0,164.0,172.0,173.0,36,36,107.0,111.0,--,14°,16°,--,7L,--,--
143,D,--,167.0,167.0,183.0,183.0,186.0,186.0,201.0,201.0,72,79,119.0,123.0,--,15°,17°,--,2L,--,--
144,D,--,194.0,194.0,214.0,214.0,212.0,212.0,234.0,234.0,66,72,129.0,134.0,--,12°,13°,--,1R,--,--
145,D,--,167.0,167.0,183.0,183.0,188.0,188.0,203.0,205.0,75,79,120.0,124.0,--,16°,17°,--,4R,--,--
146,D,--,188.0,188.0,208.0,208.0,219.0,219.0,238.0,238.0,56,62,130.0,135.0,--,11°,12°,--,1L,--,--
147,D,--,157.0,157.0,171.0,171.0,179.0,179.0,192.0,192.0,59,62,113.0,117.0,--,16°,18°,--,6L,--,--
148,D,--,160.0,160.0,173.0,173.0,189.0,189.0,202.0,202.0,39,43,119.0,124.0,--,11°,12°,--,2L,--,--
149,D,--,164.0,164.0,178.0,178.0,183.0,183.0,198.0,198.0,66,69,117.0,121.0,--,17°,18°,--,9L,--,--
150,D,--,127.0,127.0,133.0,133.0,128.0,128.0,135.0,135.0,118,125,112.0,116.0,--,28°,29°,--,3L,--,--
151,D,--,63.0,60.0,65.0,60.0,114.0,109.0,114.0,109.0,7,7,104.0,107.0,--,7°,8°,--,1R,--,--
152,D,--,86.0,84.0,89.0,85.0,141.0,139.0,143.0,141.0,7,7,120.0,124.0,--,4°,4°,--,2L,--,--
153,D,--,163.0,163.0,178.0,178.0,171.0,171.0,186.0,186.0,69,75,132.0,139.0,--,14°,15°,--,4L,--,--
154,D,--,164.0,165.0,179.0,179.0,192.0,194.0,208.0,208.0,56,59,120.0,124.0,--,12°,14°,--,4R,--,--
155,D,--,171.0,171.0,186.0,186.0,191.0,191.0,208.0,208.0,62,69,121.0,126.0,--,14°,16°,--,2L,--,--
156,D,--,190.0,190.0,211.0,211.0,200.0,200.0,221.0,221.0,72,79,127.0,133.0,--,13°,14°,--,3L,--,--
157,D,--,162.0,162.0,176.0,176.0,175.0,175.0,189.0,189.0,59,62,127.0,133.0,--,13°,14°,--,4L,--,--
158,D,--,164.0,164.0,179.0,179.0,184.0,184.0,198.0,198.0,56,59,120.0,125.0,--,14°,15°,--,1L,--,--
159,D,--,179.0,179.0,198.0,198.0,200.0,200.0,219.0,219.0,72,79,125.0,130.0,--,14°,15°,--,4R,--,--
160,D,--,118.0,119.0,124.0,125.0,163.0,164.0,168.0,170.0,16,16,102.0,104.0,--,7°,7°,--,5L,--,--
161,D,--,108.0,108.0,113.0,112.0,150.0,150.0,154.0,153.0,16,16,122.0,127.0,--,8°,9°,--,4R,--,--
162,D,--,163.0,164.0,178.0,178.0,180.0,182.0,196.0,196.0,43,46,121.0,126.0,--,10°,12°,--,4R,--,--
