Shot #,球桿,桿數優勢,練習球落點距離(碼),無坡落點距離-練習球(碼),比賽球落點(碼),無坡落點距離-比賽球(碼),總距離-練習球(碼),無坡總距離-練習球(碼),總距離-比賽球(碼),無坡總距離-比賽球(碼),最高點 (英尺),頂點（英尺） 高级,球速(mph),球速 (mph) 高級,出球方向,出球角度(度),發射角度（度）高級,從中心點(碼),偏移,離洞距離(碼),目標(碼)
23,8i,--,90.0,89.0,91.0,91.0,106.0,105.0,107.0,107.0,39,39,77.0,78.0,--,21°,22°,--,3R,--,--
24,8i,--,23.0,17.0,23.0,17.0,49.0,45.0,49.0,45.0,3,3,25.0,25.0,--,20°,22°,--,0,--,--
25,8i,--,131.0,131.0,139.0,139.0,153.0,153.0,161.0,161.0,52,56,103.0,106.0,--,16°,17°,--,2R,--,--
26,8i,--,70.0,68.0,70.0,69.0,100.0,98.0,101.0,98.0,13,13,75.0,75.0,--,13°,14°,--,1R,--,--
27,8i,--,59.0,57.0,59.0,57.0,96.0,93.0,96.0,94.0,10,10,76.0,77.0,--,11°,12°,--,1R,--,--
28,8i,--,65.0,62.0,66.0,62.0,102.0,100.0,103.0,100.0,10,10,82.0,83.0,--,9°,10°,--,1R,--,--
29,8i,--,23.0,13.0,23.0,13.0,73.0,63.0,73.0,63.0,0,0,74.0,74.0,--,2°,2°,--,0,--,--
30,8i,--,23.0,17.0,23.0,17.0,67.0,62.0,67.0,62.0,0,0,53.0,53.0,--,7°,8°,--,0,--,--
31,8i,--,34.0,30.0,34.0,30.0,83.0,79.0,83.0,79.0,3,3,73.0,73.0,--,8°,8°,--,1R,--,--
32,D,--,145.0,145.0,156.0,156.0,177.0,177.0,188.0,188.0,39,43,116.0,120.0,--,11°,12°,--,7L,--,--
33,D,--,35.0,32.0,35.0,32.0,70.0,67.0,70.0,67.0,7,7,63.0,63.0,--,13°,14°,--,0,--,--
34,D,--,32.0,26.0,32.0,26.0,68.0,63.0,68.0,63.0,3,3,53.0,53.0,--,6°,7°,--,0,--,--
35,D,--,124.0,124.0,130.0,130.0,161.0,161.0,167.0,167.0,20,23,113.0,117.0,--,7°,8°,--,3L,--,--
36,D,--,27.0,27.0,28.0,27.0,55.0,54.0,55.0,54.0,10,10,41.0,41.0,--,25°,27°,--,0,--,--
37,D,--,57.0,10.0,57.0,10.0,114.0,67.0,114.0,67.0,0,0,101.0,104.0,--,0°,0°,--,2L,--,--
38,D,--,43.0,37.0,43.0,37.0,85.0,81.0,85.0,81.0,3,3,62.0,62.0,--,9°,10°,--,0,--,--
39,D,--,40.0,35.0,40.0,35.0,92.0,86.0,92.0,86.0,3,3,91.0,92.0,--,6°,7°,--,0,--,--
40,D,--,45.0,30.0,45.0,30.0,117.0,102.0,117.0,102.0,0,0,90.0,91.0,--,2°,2°,--,1L,--,--
41,D,--,47.0,42.0,47.0,42.0,96.0,92.0,96.0,92.0,3,3,88.0,90.0,--,7°,8°,--,1R,--,--
42,D,--,170.0,170.0,186.0,186.0,212.0,212.0,229.0,229.0,30,33,127.0,133.0,--,7°,8°,--,2L,--,--
43,D,--,119.0,119.0,125.0,125.0,163.0,163.0,168.0,168.0,16,16,121.0,126.0,--,8°,8°,--,3L,--,--
44,D,--,129.0,128.0,136.0,136.0,154.0,153.0,161.0,161.0,39,43,100.0,103.0,--,14°,15°,--,1L,--,--
45,D,--,115.0,116.0,119.0,120.0,159.0,160.0,163.0,165.0,16,16,123.0,128.0,--,7°,8°,--,3L,--,--
46,D,--,28.0,27.0,28.0,27.0,54.0,52.0,54.0,52.0,10,10,48.0,48.0,--,23°,25°,--,0,--,--
47,D,--,70.0,67.0,70.0,67.0,117.0,114.0,118.0,115.0,7,7,122.0,127.0,--,7°,8°,--,2L,--,--
48,D,--,167.0,167.0,183.0,183.0,194.0,194.0,209.0,209.0,52,56,119.0,123.0,--,13°,14°,--,1R,--,--
49,D,--,39.0,11.0,39.0,11.0,114.0,85.0,114.0,85.0,0,0,88.0,89.0,--,0°,0°,--,1R,--,--
50,D,--,119.0,120.0,125.0,126.0,166.0,167.0,172.0,173.0,16,16,118.0,122.0,--,7°,8°,--,2L,--,--
51,D,--,42.0,23.0,42.0,23.0,116.0,97.0,116.0,97.0,0,0,94.0,96.0,--,1°,1°,--,1R,--,--
52,D,--,66.0,60.0,67.0,61.0,114.0,108.0,114.0,108.0,7,7,116.0,121.0,--,8°,8°,--,2L,--,--
53,D,--,174.0,174.0,191.0,191.0,198.0,198.0,215.0,215.0,56,62,123.0,128.0,--,12°,13°,--,2L,--,--
54,D,--,127.0,127.0,135.0,135.0,154.0,154.0,161.0,161.0,43,46,103.0,106.0,--,15°,16°,--,1R,--,--
55,D,--,116.0,118.0,121.0,124.0,159.0,160.0,163.0,165.0,20,20,117.0,122.0,--,9°,10°,--,3L,--,--
56,D,--,107.0,104.0,110.0,108.0,149.0,145.0,152.0,150.0,16,16,110.0,114.0,--,9°,10°,--,3L,--,--
57,D,--,94.0,91.0,96.0,92.0,136.0,132.0,138.0,133.0,13,13,106.0,109.0,--,9°,10°,--,1R,--,--
58,D,--,74.0,71.0,75.0,72.0,124.0,120.0,124.0,120.0,3,3,120.0,125.0,--,6°,7°,--,2L,--,--
59,D,--,69.0,66.0,69.0,67.0,114.0,110.0,115.0,112.0,7,7,122.0,127.0,--,9°,10°,--,2L,--,--
60,D,--,51.0,47.0,52.0,47.0,100.0,94.0,100.0,95.0,7,7,91.0,92.0,--,8°,9°,--,1L,--,--
61,D,--,127.0,127.0,133.0,135.0,164.0,164.0,171.0,172.0,20,20,122.0,126.0,--,7°,8°,--,4L,--,--
62,D,--,132.0,132.0,140.0,140.0,170.0,170.0,177.0,177.0,26,30,114.0,118.0,--,9°,10°,--,4L,--,--
63,D,--,56.0,48.0,57.0,48.0,113.0,104.0,113.0,104.0,3,3,96.0,98.0,--,4°,5°,--,1L,--,--
64,D,--,78.0,75.0,79.0,77.0,126.0,124.0,127.0,125.0,10,10,120.0,125.0,--,7°,8°,--,2L,--,--
65,D,--,79.0,75.0,80.0,75.0,126.0,122.0,127.0,124.0,7,7,123.0,128.0,--,7°,7°,--,2L,--,--
66,D,--,113.0,112.0,117.0,117.0,152.0,152.0,156.0,156.0,20,20,121.0,125.0,--,10°,11°,--,4L,--,--
67,D,--,159.0,160.0,173.0,173.0,194.0,194.0,207.0,207.0,39,43,123.0,128.0,--,10°,11°,--,4L,--,--
68,D,--,120.0,120.0,127.0,126.0,160.0,160.0,166.0,165.0,23,23,116.0,119.0,--,10°,11°,--,4L,--,--
69,D,--,119.0,121.0,125.0,127.0,159.0,161.0,164.0,166.0,20,20,123.0,128.0,--,9°,10°,--,4L,--,--
70,D,--,119.0,120.0,125.0,126.0,157.0,159.0,163.0,164.0,20,23,118.0,122.0,--,10°,11°,--,4R,--,--
71,D,--,47.0,43.0,47.0,43.0,86.0,83.0,86.0,83.0,7,7,73.0,74.0,--,11°,12°,--,1L,--,--
72,D,--,47.0,24.0,47.0,24.0,110.0,87.0,110.0,87.0,0,0,95.0,98.0,--,1°,1°,--,0,--,--
73,D,--,173.0,173.0,189.0,190.0,199.0,200.0,217.0,217.0,56,59,122.0,127.0,--,13°,14°,--,4L,--,--
74,D,--,171.0,171.0,187.0,187.0,206.0,206.0,222.0,222.0,43,46,127.0,132.0,--,10°,10°,--,3R,--,--
75,D,--,166.0,166.0,182.0,182.0,195.0,195.0,210.0,210.0,46,52,121.0,126.0,--,12°,13°,--,7L,--,--
76,D,--,138.0,139.0,148.0,149.0,170.0,171.0,179.0,179.0,30,33,116.0,119.0,--,9°,9°,--,4R,--,--
77,D,--,30.0,25.0,30.0,25.0,84.0,80.0,84.0,80.0,0,0,89.0,91.0,--,5°,5°,--,0,--,--
78,D,--,26.0,25.0,26.0,25.0,50.0,50.0,51.0,50.0,10,10,47.0,47.0,--,22°,24°,--,0,--,--
79,D,--,50.0,38.0,50.0,38.0,110.0,98.0,110.0,98.0,0,0,85.0,85.0,--,3°,4°,--,0,--,--
80,D,--,12.0,9.0,12.0,9.0,57.0,54.0,57.0,54.0,0,0,67.0,67.0,--,5°,5°,--,0,--,--
81,D,--,19.0,14.0,19.0,14.0,58.0,52.0,58.0,52.0,0,0,58.0,58.0,--,6°,6°,--,0,--,--
82,D,--,40.0,37.0,42.0,37.0,77.0,72.0,77.0,72.0,7,7,58.0,58.0,--,11°,13°,--,1L,--,--
83,D,--,84.0,83.0,85.0,84.0,105.0,104.0,107.0,105.0,30,30,78.0,79.0,--,19°,20°,--,2L,--,--
84,D,--,90.0,86.0,92.0,89.0,122.0,119.0,124.0,120.0,16,16,86.0,88.0,--,11°,12°,--,0,--,--
85,D,--,103.0,102.0,106.0,105.0,114.0,114.0,117.0,116.0,46,49,84.0,85.0,--,21°,23°,--,2R,--,--
86,D,--,97.0,95.0,100.0,97.0,119.0,118.0,122.0,120.0,33,33,83.0,85.0,--,17°,18°,--,1L,--,--
87,D,--,25.0,24.0,25.0,24.0,56.0,54.0,56.0,55.0,3,3,50.0,50.0,--,14°,16°,--,0,--,--
88,D,--,15.0,13.0,15.0,13.0,43.0,40.0,43.0,40.0,3,3,39.0,39.0,--,15°,17°,--,0,--,--
89,D,--,108.0,108.0,113.0,112.0,115.0,114.0,118.0,118.0,59,59,89.0,91.0,--,22°,24°,--,2R,--,--
90,D,--,104.0,103.0,107.0,106.0,108.0,108.0,112.0,112.0,66,66,86.0,87.0,--,25°,26°,--,3R,--,--
91,D,--,12.0,9.0,12.0,9.0,61.0,57.0,61.0,57.0,0,0,74.0,75.0,--,5°,6°,--,0,--,--
92,D,--,114.0,115.0,118.0,120.0,148.0,149.0,152.0,153.0,23,23,107.0,111.0,--,10°,11°,--,2R,--,--
93,D,--,135.0,135.0,142.0,142.0,164.0,164.0,173.0,173.0,39,39,109.0,113.0,--,12°,13°,--,4L,--,--
94,D,--,183.0,183.0,201.0,201.0,201.0,201.0,220.0,220.0,75,82,127.0,132.0,--,14°,16°,--,7L,--,--
95,D,--,166.0,166.0,182.0,182.0,182.0,182.0,197.0,197.0,82,92,120.0,124.0,--,15°,16°,--,5L,--,--
96,D,--,46.0,40.0,47.0,40.0,97.0,92.0,97.0,92.0,3,3,80.0,80.0,--,7°,8°,--,1L,--,--
97,D,--,120.0,121.0,126.0,127.0,156.0,157.0,163.0,164.0,16,20,114.0,117.0,--,7°,7°,--,1L,--,--
98,D,--,58.0,55.0,59.0,55.0,106.0,102.0,106.0,102.0,7,7,97.0,99.0,--,9°,10°,--,1L,--,--
99,D,--,119.0,121.0,125.0,127.0,165.0,166.0,171.0,173.0,16,16,129.0,134.0,--,8°,9°,--,4L,--,--
100,D,--,23.0,23.0,23.0,23.0,44.0,43.0,44.0,43.0,13,13,27.0,27.0,--,53°,54°,--,1L,--,--
101,D,--,80.0,79.0,81.0,80.0,84.0,83.0,85.0,84.0,49,49,71.0,71.0,--,29°,31°,--,1L,--,--
102,D,--,83.0,82.0,84.0,83.0,86.0,85.0,87.0,86.0,59,59,70.0,70.0,--,34°,35°,--,1L,--,--
103,D,--,73.0,73.0,74.0,74.0,75.0,75.0,77.0,75.0,69,69,67.0,68.0,--,41°,41°,--,0,--,--
104,D,--,101.0,98.0,103.0,102.0,105.0,104.0,108.0,106.0,62,66,83.0,83.0,--,26°,27°,--,2L,--,--
