Shot #,球桿,桿數優勢,練習球落點距離(碼),無坡落點距離-練習球(碼),比賽球落點(碼),無坡落點距離-比賽球(碼),總距離-練習球(碼),無坡總距離-練習球(碼),總距離-比賽球(碼),無坡總距離-比賽球(碼),最高點 (英尺),頂點（英尺） 高级,球速(mph),球速 (mph) 高級,出球方向,出球角度(度),發射角度（度）高級,從中心點(碼),偏移,離洞距離(碼),目標(碼)
65,7i,--,108.0,107.0,112.0,110.0,115.0,114.0,119.0,118.0,56,56,86.0,87.0,--,22°,24°,--,1L,--,--
66,7i,--,95.0,96.0,98.0,98.0,114.0,114.0,116.0,116.0,39,39,81.0,81.0,--,20°,22°,--,3L,--,--
67,7i,--,105.0,104.0,108.0,107.0,113.0,112.0,116.0,115.0,52,56,83.0,83.0,--,22°,23°,--,3L,--,--
68,7i,--,108.0,107.0,112.0,110.0,118.0,117.0,122.0,121.0,49,52,84.0,85.0,--,21°,23°,--,1L,--,--
69,7i,--,33.0,28.0,33.0,28.0,62.0,58.0,62.0,58.0,0,0,75.0,75.0,--,4°,5°,--,1R,--,--
70,7i,--,113.0,112.0,117.0,117.0,135.0,133.0,139.0,139.0,36,36,92.0,94.0,--,15°,16°,--,1L,--,--
71,7i,--,66.0,65.0,67.0,65.0,95.0,94.0,96.0,94.0,13,13,80.0,80.0,--,12°,13°,--,2R,--,--
72,7i,--,87.0,86.0,90.0,89.0,109.0,108.0,110.0,109.0,33,33,76.0,76.0,--,20°,22°,--,2L,--,--
73,SW,--,52.0,51.0,52.0,51.0,70.0,69.0,70.0,69.0,20,20,55.0,55.0,--,26°,28°,--,0,--,--
74,SW,--,32.0,31.0,32.0,31.0,58.0,57.0,58.0,57.0,7,7,37.0,37.0,--,19°,21°,--,0,--,--
75,SW,--,37.0,36.0,37.0,36.0,59.0,58.0,59.0,58.0,16,16,46.0,46.0,--,30°,31°,--,0,--,--
76,SW,--,24.0,23.0,24.0,23.0,50.0,49.0,50.0,49.0,7,7,48.0,48.0,--,18°,19°,--,1L,--,--
77,SW,--,44.0,43.0,44.0,43.0,58.0,57.0,58.0,57.0,23,23,48.0,48.0,--,34°,35°,--,0,--,--
78,D,--,139.0,139.0,149.0,149.0,170.0,170.0,178.0,178.0,39,39,112.0,116.0,--,12°,13°,--,2R,--,--
79,D,--,130.0,130.0,138.0,138.0,167.0,167.0,174.0,174.0,20,23,118.0,122.0,--,6°,7°,--,1L,--,--
80,D,--,149.0,149.0,160.0,160.0,178.0,178.0,189.0,189.0,39,43,116.0,121.0,--,11°,12°,--,3R,--,--
81,D,--,153.0,153.0,165.0,166.0,183.0,183.0,195.0,195.0,46,49,114.0,119.0,--,13°,14°,--,3R,--,--
82,D,--,162.0,162.0,176.0,176.0,174.0,174.0,188.0,188.0,82,89,114.0,119.0,--,18°,20°,--,3L,--,--
83,D,--,27.0,26.0,27.0,26.0,52.0,51.0,52.0,51.0,10,10,49.0,49.0,--,24°,26°,--,0,--,--
84,D,--,96.0,95.0,98.0,98.0,132.0,132.0,135.0,135.0,20,20,101.0,103.0,--,12°,13°,--,3L,--,--
85,D,--,126.0,125.0,132.0,131.0,155.0,155.0,162.0,162.0,33,36,104.0,107.0,--,13°,14°,--,2R,--,--
86,D,--,154.0,154.0,166.0,166.0,180.0,180.0,192.0,194.0,56,59,114.0,118.0,--,13°,15°,--,4R,--,--
87,D,--,157.0,159.0,171.0,172.0,187.0,187.0,200.0,200.0,52,59,116.0,119.0,--,13°,14°,--,7R,--,--
88,D,--,155.0,155.0,167.0,167.0,175.0,175.0,188.0,188.0,43,46,118.0,123.0,--,13°,14°,--,0,--,--
89,D,--,156.0,156.0,170.0,170.0,177.0,177.0,190.0,190.0,56,62,114.0,119.0,--,14°,15°,--,5R,--,--
90,D,--,42.0,38.0,42.0,38.0,90.0,85.0,90.0,85.0,3,3,87.0,88.0,--,8°,9°,--,1R,--,--
91,D,--,152.0,155.0,164.0,168.0,186.0,189.0,198.0,201.0,36,39,121.0,126.0,--,9°,10°,--,7R,--,--
92,D,--,138.0,138.0,147.0,147.0,171.0,171.0,179.0,179.0,39,43,106.0,109.0,--,13°,14°,--,1L,--,--
93,D,--,150.0,151.0,162.0,162.0,174.0,174.0,186.0,186.0,56,59,112.0,117.0,--,14°,15°,--,6R,--,--
94,D,--,107.0,107.0,112.0,110.0,154.0,154.0,159.0,159.0,10,10,117.0,122.0,--,5°,5°,--,1L,--,--
95,D,--,163.0,163.0,177.0,177.0,182.0,182.0,196.0,196.0,75,82,119.0,124.0,--,16°,17°,--,7R,--,--
96,D,--,157.0,157.0,171.0,171.0,172.0,172.0,185.0,185.0,72,79,117.0,121.0,--,16°,18°,--,8R,--,--
97,D,--,144.0,144.0,155.0,154.0,166.0,165.0,177.0,176.0,62,66,108.0,112.0,--,17°,18°,--,3R,--,--
98,D,--,139.0,140.0,149.0,149.0,160.0,160.0,168.0,170.0,52,56,106.0,109.0,--,15°,17°,--,6R,--,--
99,D,--,147.0,147.0,157.0,157.0,186.0,186.0,197.0,197.0,36,39,113.0,117.0,--,11°,12°,--,5R,--,--
100,D,--,157.0,159.0,172.0,172.0,196.0,196.0,209.0,209.0,36,39,124.0,129.0,--,10°,11°,--,4R,--,--
