Shot #,球桿,桿數優勢,練習球落點距離(碼),無坡落點距離-練習球(碼),比賽球落點(碼),無坡落點距離-比賽球(碼),總距離-練習球(碼),無坡總距離-練習球(碼),總距離-比賽球(碼),無坡總距離-比賽球(碼),最高點 (英尺),頂點（英尺） 高级,球速(mph),球速 (mph) 高級,出球方向,出球角度(度),發射角度（度）高級,從中心點(碼),偏移,離洞距離(碼),目標(碼)
22,8i,--,84.0,83.0,85.0,85.0,89.0,87.0,90.0,89.0,52,56,73.0,73.0,--,28°,29°,--,1R,--,--
23,8i,--,84.0,84.0,86.0,85.0,105.0,104.0,106.0,105.0,30,30,83.0,83.0,--,17°,19°,--,4R,--,--
24,8i,--,87.0,86.0,89.0,87.0,121.0,120.0,122.0,121.0,20,20,91.0,93.0,--,13°,14°,--,4R,--,--
25,7i,--,93.0,92.0,95.0,94.0,100.0,98.0,102.0,101.0,49,52,80.0,80.0,--,24°,26°,--,1R,--,--
26,7i,--,93.0,93.0,95.0,95.0,108.0,108.0,110.0,110.0,39,39,77.0,78.0,--,21°,23°,--,2L,--,--
27,7i,--,79.0,78.0,80.0,79.0,97.0,96.0,98.0,97.0,30,33,80.0,81.0,--,19°,21°,--,4R,--,--
28,7i,--,81.0,80.0,82.0,81.0,104.0,103.0,105.0,104.0,26,26,75.0,75.0,--,18°,20°,--,0,--,--
29,7i,--,112.0,112.0,116.0,116.0,117.0,116.0,121.0,120.0,75,79,93.0,94.0,--,23°,25°,--,1L,--,--
30,7i,--,100.0,98.0,103.0,102.0,103.0,102.0,105.0,104.0,66,69,85.0,86.0,--,24°,26°,--,0,--,--
31,7i,--,70.0,69.0,71.0,70.0,103.0,102.0,104.0,102.0,16,16,76.0,77.0,--,14°,16°,--,3L,--,--
32,7i,--,98.0,98.0,102.0,101.0,107.0,107.0,110.0,109.0,52,56,81.0,83.0,--,22°,24°,--,4L,--,--
33,7i,--,109.0,108.0,113.0,113.0,114.0,113.0,117.0,117.0,69,72,91.0,93.0,--,23°,24°,--,1L,--,--
34,7i,--,110.0,110.0,115.0,115.0,113.0,113.0,117.0,117.0,79,82,92.0,94.0,--,24°,26°,--,4L,--,--
35,7i,--,109.0,109.0,114.0,114.0,117.0,117.0,121.0,121.0,59,59,84.0,85.0,--,22°,24°,--,5L,--,--
36,7i,--,97.0,96.0,100.0,98.0,118.0,117.0,120.0,119.0,36,39,80.0,80.0,--,19°,21°,--,3L,--,--
37,9i,--,100.0,100.0,103.0,102.0,104.0,103.0,106.0,106.0,66,66,78.0,78.0,--,29°,31°,--,3L,--,--
38,9i,--,104.0,103.0,107.0,106.0,139.0,138.0,142.0,141.0,20,23,92.0,94.0,--,11°,12°,--,2L,--,--
39,9i,--,85.0,84.0,87.0,85.0,92.0,91.0,93.0,92.0,46,46,77.0,77.0,--,24°,25°,--,2R,--,--
40,9i,--,87.0,87.0,90.0,89.0,92.0,91.0,93.0,93.0,59,62,76.0,77.0,--,27°,29°,--,0,--,--
41,9i,--,100.0,98.0,102.0,102.0,105.0,104.0,107.0,107.0,56,59,81.0,81.0,--,25°,26°,--,1L,--,--
42,9i,--,94.0,93.0,96.0,95.0,96.0,95.0,98.0,97.0,66,69,76.0,77.0,--,30°,31°,--,1L,--,--
43,9i,--,102.0,102.0,105.0,105.0,106.0,105.0,109.0,108.0,62,66,83.0,83.0,--,24°,26°,--,2L,--,--
44,9i,--,86.0,85.0,89.0,87.0,91.0,90.0,92.0,91.0,59,62,73.0,73.0,--,31°,32°,--,2L,--,--
45,9i,--,103.0,103.0,106.0,106.0,107.0,106.0,110.0,109.0,66,69,83.0,83.0,--,27°,28°,--,4L,--,--
46,9i,--,101.0,100.0,104.0,103.0,103.0,102.0,106.0,105.0,82,85,85.0,86.0,--,30°,31°,--,1L,--,--
47,9i,--,97.0,97.0,101.0,100.0,100.0,100.0,103.0,102.0,72,75,78.0,79.0,--,31°,32°,--,0,--,--
48,9i,--,104.0,104.0,107.0,107.0,109.0,108.0,113.0,112.0,66,66,85.0,86.0,--,24°,25°,--,1L,--,--
49,D,--,79.0,77.0,80.0,78.0,115.0,114.0,116.0,114.0,16,16,88.0,89.0,--,12°,13°,--,1R,--,--
50,D,--,46.0,39.0,46.0,39.0,98.0,93.0,100.0,93.0,3,3,83.0,83.0,--,6°,7°,--,1L,--,--
51,D,--,119.0,119.0,125.0,125.0,153.0,153.0,159.0,159.0,23,23,109.0,113.0,--,9°,10°,--,4R,--,--
52,D,--,62.0,61.0,63.0,61.0,94.0,93.0,95.0,93.0,13,13,102.0,104.0,--,15°,17°,--,1L,--,--
53,D,--,151.0,151.0,162.0,162.0,168.0,168.0,180.0,180.0,72,75,116.0,120.0,--,16°,18°,--,6R,--,--
54,D,--,161.0,161.0,175.0,175.0,179.0,179.0,194.0,194.0,66,72,118.0,122.0,--,14°,15°,--,5R,--,--
55,D,--,26.0,25.0,26.0,25.0,50.0,50.0,50.0,50.0,10,10,30.0,30.0,--,35°,36°,--,1L,--,--
56,D,--,115.0,115.0,120.0,119.0,154.0,154.0,160.0,159.0,20,20,116.0,121.0,--,10°,10°,--,2L,--,--
57,D,--,170.0,170.0,186.0,186.0,199.0,199.0,214.0,214.0,52,56,122.0,127.0,--,12°,13°,--,1L,--,--
58,D,--,170.0,170.0,186.0,186.0,199.0,199.0,214.0,214.0,46,49,124.0,129.0,--,12°,13°,--,4L,--,--
59,D,--,152.0,152.0,164.0,165.0,160.0,160.0,172.0,172.0,95,102,112.0,116.0,--,20°,22°,--,5L,--,--
60,D,--,164.0,164.0,178.0,178.0,185.0,185.0,200.0,200.0,69,72,114.0,118.0,--,15°,16°,--,1L,--,--
61,D,--,66.0,62.0,67.0,62.0,112.0,107.0,112.0,107.0,7,7,127.0,132.0,--,8°,8°,--,2L,--,--
62,D,--,155.0,155.0,168.0,168.0,177.0,177.0,189.0,190.0,66,69,116.0,121.0,--,15°,16°,--,7R,--,--
63,D,--,147.0,148.0,157.0,159.0,177.0,177.0,188.0,188.0,33,36,121.0,125.0,--,9°,10°,--,7L,--,--
64,D,--,61.0,57.0,62.0,58.0,101.0,96.0,102.0,97.0,7,7,124.0,129.0,--,9°,10°,--,1L,--,--
65,D,--,163.0,163.0,177.0,177.0,202.0,202.0,217.0,217.0,36,39,119.0,124.0,--,9°,10°,--,4L,--,--
66,D,--,161.0,162.0,175.0,176.0,200.0,200.0,214.0,214.0,36,39,124.0,129.0,--,10°,11°,--,3L,--,--
67,D,--,180.0,180.0,199.0,199.0,209.0,209.0,227.0,227.0,62,69,127.0,132.0,--,11°,13°,--,8R,--,--
68,D,--,139.0,139.0,148.0,148.0,174.0,173.0,183.0,183.0,36,39,111.0,116.0,--,11°,12°,--,1R,--,--
69,D,--,167.0,167.0,183.0,183.0,196.0,196.0,211.0,211.0,59,62,121.0,125.0,--,12°,13°,--,1R,--,--
70,D,--,151.0,151.0,163.0,163.0,165.0,165.0,176.0,176.0,92,98,119.0,124.0,--,17°,19°,--,7R,--,--
71,D,--,151.0,151.0,163.0,163.0,190.0,190.0,202.0,202.0,33,36,118.0,122.0,--,10°,11°,--,0,--,--
72,D,--,37.0,35.0,37.0,35.0,67.0,65.0,67.0,65.0,10,10,54.0,54.0,--,18°,19°,--,1L,--,--
73,D,--,104.0,104.0,107.0,107.0,126.0,127.0,129.0,130.0,36,39,91.0,93.0,--,16°,18°,--,5R,--,--
74,D,--,100.0,98.0,102.0,101.0,102.0,101.0,105.0,104.0,62,66,81.0,82.0,--,25°,27°,--,1R,--,--
75,D,--,128.0,128.0,135.0,135.0,159.0,159.0,165.0,165.0,36,36,108.0,112.0,--,12°,13°,--,3R,--,--
76,D,--,167.0,167.0,183.0,183.0,186.0,186.0,201.0,201.0,75,82,117.0,122.0,--,15°,16°,--,0,--,--
77,D,--,145.0,145.0,156.0,156.0,187.0,187.0,197.0,197.0,30,33,122.0,127.0,--,8°,9°,--,1L,--,--
78,D,--,140.0,140.0,150.0,150.0,159.0,159.0,168.0,168.0,62,66,109.0,113.0,--,15°,17°,--,5R,--,--
79,D,--,56.0,51.0,56.0,52.0,103.0,100.0,104.0,100.0,7,7,88.0,89.0,--,9°,10°,--,2L,--,--
80,D,--,28.0,27.0,28.0,27.0,55.0,54.0,55.0,54.0,7,7,31.0,31.0,--,30°,31°,--,1L,--,--
81,D,--,150.0,150.0,161.0,162.0,183.0,183.0,194.0,195.0,39,39,117.0,121.0,--,10°,12°,--,0,--,--
82,D,--,124.0,124.0,129.0,130.0,152.0,153.0,159.0,160.0,36,36,104.0,107.0,--,13°,14°,--,5R,--,--
83,D,--,145.0,147.0,156.0,157.0,189.0,189.0,200.0,200.0,20,23,124.0,129.0,--,7°,7°,--,4L,--,--
84,D,--,165.0,165.0,180.0,180.0,207.0,207.0,222.0,222.0,30,33,129.0,134.0,--,8°,9°,--,6L,--,--
85,D,--,171.0,171.0,186.0,187.0,191.0,191.0,208.0,208.0,69,75,119.0,124.0,--,15°,17°,--,1R,--,--
86,D,--,131.0,131.0,139.0,139.0,180.0,180.0,188.0,188.0,13,16,122.0,127.0,--,6°,6°,--,1R,--,--
87,D,--,172.0,172.0,188.0,188.0,207.0,207.0,223.0,223.0,49,56,116.0,121.0,--,8°,8°,--,1R,--,--
88,D,--,116.0,116.0,120.0,121.0,162.0,163.0,167.0,168.0,13,13,119.0,124.0,--,6°,7°,--,2R,--,--
89,D,--,46.0,36.0,46.0,36.0,110.0,101.0,110.0,101.0,0,0,106.0,109.0,--,3°,4°,--,1L,--,--
90,D,--,119.0,119.0,125.0,125.0,160.0,160.0,165.0,165.0,13,13,122.0,127.0,--,6°,7°,--,3L,--,--
91,D,--,31.0,30.0,31.0,30.0,58.0,57.0,58.0,57.0,7,7,44.0,44.0,--,22°,24°,--,1L,--,--
92,D,--,128.0,127.0,135.0,135.0,170.0,168.0,177.0,176.0,23,23,111.0,115.0,--,8°,9°,--,3L,--,--
93,D,--,86.0,85.0,89.0,87.0,124.0,122.0,126.0,125.0,16,16,101.0,104.0,--,10°,11°,--,4R,--,--
94,D,--,139.0,138.0,148.0,148.0,155.0,155.0,164.0,164.0,66,69,105.0,108.0,--,17°,19°,--,1R,--,--
95,D,--,51.0,34.0,52.0,34.0,120.0,102.0,120.0,102.0,0,0,118.0,123.0,--,2°,2°,--,0,--,--
96,D,--,133.0,133.0,141.0,142.0,179.0,180.0,188.0,188.0,16,16,120.0,125.0,--,6°,7°,--,0,--,--
97,D,--,23.0,20.0,24.0,20.0,66.0,62.0,66.0,62.0,3,3,54.0,54.0,--,9°,10°,--,1R,--,--
98,D,--,117.0,115.0,121.0,120.0,154.0,152.0,159.0,156.0,13,13,115.0,119.0,--,6°,6°,--,1R,--,--
99,D,--,147.0,148.0,157.0,159.0,174.0,174.0,185.0,186.0,49,52,115.0,119.0,--,12°,13°,--,5R,--,--
100,D,--,162.0,163.0,177.0,177.0,200.0,200.0,214.0,215.0,33,36,126.0,131.0,--,8°,9°,--,1L,--,--
101,D,--,145.0,145.0,155.0,156.0,170.0,170.0,179.0,180.0,49,52,111.0,114.0,--,14°,15°,--,5R,--,--
102,D,--,128.0,127.0,135.0,135.0,173.0,173.0,180.0,179.0,16,16,118.0,122.0,--,7°,8°,--,2R,--,--
103,D,--,156.0,156.0,170.0,170.0,189.0,189.0,202.0,202.0,46,49,118.0,123.0,--,11°,13°,--,0,--,--
104,D,--,141.0,141.0,151.0,151.0,151.0,152.0,161.0,162.0,85,89,108.0,112.0,--,20°,21°,--,4L,--,--
105,D,--,159.0,159.0,173.0,173.0,183.0,183.0,197.0,197.0,62,66,118.0,123.0,--,13°,14°,--,5R,--,--
106,D,--,144.0,144.0,154.0,154.0,177.0,178.0,188.0,188.0,33,33,120.0,124.0,--,9°,10°,--,6L,--,--
107,D,--,84.0,80.0,85.0,81.0,138.0,133.0,139.0,135.0,7,7,110.0,114.0,--,5°,5°,--,0,--,--
108,D,--,157.0,157.0,172.0,172.0,174.0,174.0,188.0,188.0,75,82,113.0,117.0,--,16°,18°,--,1R,--,--
109,D,--,165.0,165.0,180.0,180.0,191.0,192.0,207.0,207.0,62,66,121.0,125.0,--,12°,13°,--,5R,--,--
110,D,--,86.0,77.0,87.0,77.0,141.0,131.0,142.0,131.0,3,3,112.0,116.0,--,3°,4°,--,1R,--,--
