Shot #,球桿,桿數優勢,練習球落點距離(碼),無坡落點距離-練習球(碼),比賽球落點(碼),無坡落點距離-比賽球(碼),總距離-練習球(碼),無坡總距離-練習球(碼),總距離-比賽球(碼),無坡總距離-比賽球(碼),最高點 (英尺),頂點（英尺） 高级,球速(mph),球速 (mph) 高級,出球方向,出球角度(度),發射角度（度）高級,從中心點(碼),偏移,離洞距離(碼),目標(碼)
110,D,--,30.0,28.0,30.0,28.0,50.0,49.0,50.0,49.0,13,13,39.0,39.0,--,30°,31°,--,0,--,--
111,D,--,21.0,20.0,21.0,20.0,36.0,35.0,36.0,35.0,10,10,33.0,33.0,--,28°,29°,--,0,--,--
112,D,--,25.0,24.0,25.0,24.0,44.0,43.0,44.0,43.0,10,10,35.0,35.0,--,30°,31°,--,0,--,--
113,D,--,50.0,50.0,50.0,50.0,61.0,60.0,61.0,60.0,30,30,52.0,52.0,--,32°,33°,--,0,--,--
114,D,--,57.0,56.0,57.0,57.0,70.0,69.0,71.0,70.0,23,26,57.0,57.0,--,25°,26°,--,0,--,--
115,D,--,52.0,51.0,52.0,51.0,71.0,70.0,71.0,70.0,23,23,54.0,54.0,--,26°,28°,--,0,--,--
116,D,--,60.0,59.0,60.0,60.0,66.0,65.0,66.0,66.0,39,39,58.0,58.0,--,34°,35°,--,1L,--,--
117,D,--,51.0,50.0,51.0,50.0,58.0,58.0,59.0,58.0,33,33,51.0,51.0,--,38°,39°,--,0,--,--
118,D,--,50.0,49.0,50.0,49.0,57.0,57.0,57.0,57.0,36,36,50.0,50.0,--,40°,40°,--,0,--,--
119,D,--,45.0,45.0,46.0,45.0,50.0,50.0,50.0,50.0,36,36,48.0,48.0,--,44°,44°,--,0,--,--
120,D,--,120.0,120.0,127.0,126.0,129.0,128.0,135.0,135.0,59,62,96.0,98.0,--,20°,22°,--,3L,--,--
121,D,--,118.0,117.0,124.0,122.0,133.0,132.0,139.0,138.0,49,52,94.0,96.0,--,18°,19°,--,1L,--,--
122,D,--,115.0,114.0,119.0,118.0,127.0,126.0,132.0,131.0,52,56,93.0,94.0,--,19°,21°,--,1L,--,--
123,D,--,110.0,109.0,114.0,114.0,131.0,131.0,136.0,136.0,39,43,93.0,94.0,--,16°,18°,--,2R,--,--
124,D,--,124.0,122.0,129.0,129.0,135.0,133.0,140.0,140.0,59,62,98.0,101.0,--,19°,20°,--,4L,--,--
125,D,--,114.0,113.0,119.0,117.0,139.0,138.0,144.0,143.0,36,39,77.0,77.0,--,13°,14°,--,1L,--,--
126,D,--,109.0,108.0,114.0,112.0,131.0,130.0,136.0,135.0,33,36,90.0,91.0,--,15°,16°,--,0,--,--
127,D,--,112.0,110.0,116.0,114.0,136.0,135.0,140.0,139.0,36,36,93.0,94.0,--,16°,17°,--,2L,--,--
128,D,--,121.0,121.0,128.0,127.0,131.0,131.0,138.0,137.0,66,66,96.0,99.0,--,21°,23°,--,2L,--,--
129,D,--,120.0,119.0,126.0,125.0,126.0,126.0,131.0,131.0,72,75,94.0,96.0,--,21°,23°,--,2R,--,--
130,D,--,107.0,107.0,110.0,110.0,128.0,128.0,132.0,132.0,39,39,94.0,96.0,--,18°,20°,--,6L,--,--
131,D,--,105.0,104.0,108.0,107.0,130.0,130.0,133.0,133.0,30,30,90.0,92.0,--,13°,14°,--,2R,--,--
132,D,--,109.0,107.0,114.0,112.0,140.0,138.0,144.0,141.0,26,30,91.0,93.0,--,13°,14°,--,0,--,--
133,D,--,120.0,119.0,126.0,125.0,135.0,133.0,140.0,140.0,49,52,97.0,99.0,--,18°,20°,--,4L,--,--
134,D,--,112.0,110.0,116.0,115.0,128.0,127.0,132.0,131.0,46,46,91.0,93.0,--,18°,20°,--,4L,--,--
135,D,--,98.0,95.0,101.0,97.0,135.0,131.0,137.0,133.0,16,16,93.0,94.0,--,10°,11°,--,1L,--,--
136,D,--,93.0,91.0,95.0,93.0,117.0,115.0,119.0,117.0,30,30,81.0,83.0,--,17°,19°,--,3L,--,--
137,D,--,108.0,107.0,112.0,110.0,118.0,117.0,122.0,121.0,56,56,86.0,87.0,--,22°,24°,--,0,--,--
138,D,--,69.0,69.0,70.0,69.0,95.0,94.0,95.0,95.0,20,20,73.0,73.0,--,17°,18°,--,3R,--,--
139,D,--,165.0,165.0,180.0,180.0,195.0,195.0,209.0,209.0,52,56,117.0,121.0,--,13°,14°,--,3R,--,--
140,D,--,159.0,159.0,172.0,172.0,190.0,190.0,203.0,203.0,39,43,120.0,124.0,--,11°,12°,--,5L,--,--
141,D,--,152.0,152.0,164.0,164.0,183.0,183.0,195.0,195.0,46,49,113.0,117.0,--,12°,13°,--,2R,--,--
142,D,--,143.0,143.0,154.0,154.0,185.0,185.0,196.0,196.0,26,26,119.0,124.0,--,8°,9°,--,4L,--,--
143,D,--,115.0,114.0,119.0,118.0,135.0,133.0,140.0,138.0,46,46,93.0,95.0,--,18°,20°,--,3L,--,--
144,D,--,109.0,108.0,113.0,112.0,126.0,125.0,129.0,129.0,49,49,88.0,89.0,--,20°,21°,--,1R,--,--
145,D,--,122.0,121.0,128.0,128.0,131.0,130.0,137.0,136.0,66,69,96.0,98.0,--,21°,23°,--,0,--,--
146,D,--,115.0,114.0,119.0,119.0,124.0,124.0,129.0,129.0,59,62,91.0,93.0,--,21°,22°,--,2R,--,--
147,D,--,170.0,170.0,185.0,185.0,188.0,188.0,203.0,203.0,72,79,116.0,121.0,--,15°,16°,--,2R,--,--
148,D,--,164.0,164.0,179.0,179.0,195.0,195.0,210.0,210.0,46,52,119.0,123.0,--,11°,12°,--,1R,--,--
149,D,--,161.0,161.0,175.0,175.0,197.0,197.0,211.0,211.0,36,39,121.0,125.0,--,9°,10°,--,4L,--,--
150,D,--,165.0,165.0,180.0,180.0,197.0,197.0,212.0,212.0,49,52,118.0,123.0,--,12°,13°,--,4R,--,--
151,D,--,133.0,132.0,141.0,140.0,170.0,170.0,178.0,177.0,23,23,116.0,121.0,--,7°,8°,--,2L,--,--
152,D,--,152.0,152.0,164.0,164.0,166.0,166.0,178.0,178.0,72,75,112.0,116.0,--,16°,18°,--,5R,--,--
153,D,--,131.0,130.0,139.0,138.0,166.0,165.0,174.0,173.0,33,33,108.0,112.0,--,10°,11°,--,2L,--,--
154,D,--,161.0,161.0,174.0,174.0,189.0,189.0,202.0,202.0,52,56,117.0,121.0,--,12°,13°,--,0,--,--
155,D,--,132.0,132.0,141.0,140.0,149.0,148.0,156.0,155.0,62,66,102.0,105.0,--,18°,20°,--,2L,--,--
156,D,--,133.0,133.0,142.0,141.0,155.0,155.0,163.0,163.0,59,62,99.0,102.0,--,17°,19°,--,1L,--,--
157,D,--,68.0,66.0,69.0,67.0,107.0,105.0,108.0,106.0,10,10,89.0,91.0,--,11°,12°,--,3L,--,--
158,D,--,92.0,90.0,94.0,92.0,128.0,126.0,130.0,127.0,20,20,93.0,94.0,--,12°,14°,--,3L,--,--
159,D,--,110.0,110.0,115.0,115.0,120.0,120.0,125.0,125.0,56,59,91.0,92.0,--,21°,22°,--,4R,--,--
160,D,--,128.0,127.0,135.0,133.0,145.0,144.0,152.0,152.0,56,59,98.0,100.0,--,18°,20°,--,0,--,--
161,D,--,114.0,114.0,119.0,119.0,135.0,135.0,139.0,139.0,46,49,98.0,99.0,--,18°,20°,--,6L,--,--
162,D,--,108.0,107.0,113.0,112.0,133.0,132.0,137.0,136.0,36,36,89.0,90.0,--,16°,17°,--,2L,--,--
163,D,--,121.0,121.0,127.0,127.0,135.0,135.0,140.0,140.0,56,59,96.0,99.0,--,19°,20°,--,1L,--,--
