Shot #,球桿,桿數優勢,練習球落點距離(碼),無坡落點距離-練習球(碼),比賽球落點(碼),無坡落點距離-比賽球(碼),總距離-練習球(碼),無坡總距離-練習球(碼),總距離-比賽球(碼),無坡總距離-比賽球(碼),最高點 (英尺),頂點（英尺） 高级,球速(mph),球速 (mph) 高級,出球方向,出球角度(度),發射角度（度）高級,從中心點(碼),偏移,離洞距離(碼),目標(碼)
50,D,--,126.0,126.0,133.0,133.0,154.0,154.0,161.0,161.0,26,30,109.0,113.0,--,9°,10°,--,4L,--,--
51,D,--,180.0,180.0,198.0,198.0,221.0,221.0,240.0,240.0,36,39,134.0,140.0,--,8°,9°,--,5L,--,--
52,D,--,183.0,183.0,201.0,201.0,203.0,203.0,222.0,222.0,69,75,126.0,132.0,--,14°,15°,--,2R,--,--
53,D,--,32.0,30.0,32.0,30.0,59.0,57.0,59.0,57.0,7,7,58.0,58.0,--,19°,21°,--,1L,--,--
54,D,--,117.0,116.0,122.0,120.0,147.0,145.0,151.0,150.0,26,30,103.0,106.0,--,10°,11°,--,4L,--,--
55,D,--,103.0,105.0,106.0,108.0,147.0,149.0,150.0,153.0,13,16,111.0,114.0,--,8°,9°,--,2L,--,--
56,D,--,189.0,189.0,209.0,209.0,210.0,210.0,231.0,231.0,72,79,131.0,137.0,--,13°,15°,--,1R,--,--
57,D,--,45.0,42.0,45.0,42.0,96.0,93.0,96.0,93.0,3,3,94.0,96.0,--,7°,7°,--,1R,--,--
58,D,--,178.0,178.0,196.0,197.0,192.0,192.0,210.0,210.0,89,98,122.0,126.0,--,16°,18°,--,1R,--,--
59,D,--,180.0,180.0,199.0,199.0,209.0,209.0,227.0,227.0,56,59,129.0,134.0,--,11°,12°,--,0,--,--
60,D,--,179.0,179.0,197.0,197.0,213.0,213.0,232.0,232.0,43,46,130.0,136.0,--,10°,11°,--,4L,--,--
61,D,--,172.0,172.0,188.0,188.0,184.0,184.0,200.0,200.0,82,92,119.0,124.0,--,17°,19°,--,1L,--,--
62,D,--,139.0,139.0,149.0,149.0,165.0,165.0,175.0,175.0,33,36,114.0,119.0,--,10°,10°,--,5L,--,--
63,D,--,190.0,190.0,210.0,211.0,211.0,211.0,232.0,232.0,75,82,130.0,136.0,--,13°,15°,--,2L,--,--
64,D,--,143.0,144.0,154.0,154.0,175.0,175.0,185.0,186.0,33,33,119.0,123.0,--,9°,9°,--,6L,--,--
65,D,--,168.0,168.0,185.0,185.0,185.0,186.0,201.0,201.0,72,79,117.0,121.0,--,16°,18°,--,2R,--,--
66,D,--,90.0,90.0,92.0,92.0,116.0,116.0,117.0,117.0,20,20,119.0,123.0,--,12°,13°,--,4L,--,--
67,D,--,176.0,176.0,194.0,194.0,200.0,200.0,218.0,218.0,62,69,123.0,128.0,--,13°,15°,--,1L,--,--
68,D,--,151.0,151.0,163.0,163.0,192.0,192.0,205.0,205.0,26,30,121.0,126.0,--,8°,9°,--,3L,--,--
69,D,--,187.0,187.0,208.0,208.0,209.0,209.0,229.0,229.0,75,85,129.0,134.0,--,14°,16°,--,5L,--,--
70,D,--,84.0,87.0,85.0,89.0,129.0,132.0,130.0,133.0,7,7,104.0,107.0,--,8°,9°,--,2L,--,--
71,D,--,152.0,153.0,164.0,165.0,167.0,167.0,179.0,179.0,72,75,111.0,115.0,--,17°,19°,--,1L,--,--
72,D,--,132.0,132.0,140.0,140.0,166.0,166.0,174.0,174.0,23,23,119.0,124.0,--,7°,8°,--,3L,--,--
73,D,--,156.0,156.0,168.0,168.0,195.0,195.0,208.0,208.0,36,36,119.0,124.0,--,9°,10°,--,2L,--,--
74,D,--,102.0,104.0,105.0,107.0,137.0,139.0,140.0,142.0,23,23,107.0,111.0,--,13°,14°,--,5L,--,--
75,D,--,33.0,32.0,33.0,32.0,60.0,59.0,60.0,59.0,10,10,48.0,48.0,--,22°,24°,--,1L,--,--
76,D,--,184.0,184.0,202.0,202.0,197.0,198.0,217.0,217.0,75,82,128.0,134.0,--,14°,15°,--,0,--,--
77,D,--,96.0,95.0,98.0,97.0,135.0,133.0,137.0,137.0,16,16,118.0,123.0,--,10°,11°,--,4L,--,--
78,D,--,130.0,130.0,138.0,138.0,160.0,160.0,167.0,167.0,33,33,109.0,113.0,--,10°,11°,--,5L,--,--
79,D,--,103.0,104.0,106.0,107.0,131.0,132.0,135.0,136.0,20,23,123.0,128.0,--,11°,12°,--,5L,--,--
80,D,--,152.0,152.0,165.0,165.0,159.0,159.0,171.0,171.0,85,92,114.0,119.0,--,19°,20°,--,5L,--,--
81,D,--,173.0,173.0,189.0,189.0,195.0,195.0,211.0,211.0,59,66,120.0,124.0,--,15°,16°,--,5L,--,--
82,8i,--,15.0,13.0,15.0,13.0,52.0,49.0,52.0,49.0,0,0,55.0,55.0,--,7°,8°,--,0,--,--
83,8i,--,97.0,96.0,100.0,100.0,130.0,129.0,132.0,131.0,26,30,86.0,88.0,--,14°,16°,--,1L,--,--
84,SW,--,28.0,27.0,28.0,27.0,47.0,47.0,47.0,47.0,13,13,42.0,42.0,--,33°,34°,--,0,--,--
85,SW,--,15.0,15.0,15.0,15.0,23.0,22.0,23.0,22.0,10,10,29.0,29.0,--,38°,39°,--,0,--,--
