Shot #,球桿,桿數優勢,練習球落點距離(碼),無坡落點距離-練習球(碼),比賽球落點(碼),無坡落點距離-比賽球(碼),總距離-練習球(碼),無坡總距離-練習球(碼),總距離-比賽球(碼),無坡總距離-比賽球(碼),最高點 (英尺),頂點（英尺） 高级,球速(mph),球速 (mph) 高級,出球方向,出球角度(度),發射角度（度）高級,從中心點(碼),偏移,離洞距離(碼),目標(碼)
15,9i,--,44.0,36.0,44.0,36.0,94.0,86.0,95.0,86.0,3,3,76.0,76.0,--,5°,5°,--,0,--,--
16,9i,--,114.0,112.0,118.0,117.0,150.0,148.0,154.0,152.0,26,26,98.0,101.0,--,11°,12°,--,2R,--,--
17,9i,--,26.0,22.0,26.0,22.0,65.0,61.0,65.0,61.0,0,0,58.0,58.0,--,6°,7°,--,0,--,--
18,9i,--,28.0,27.0,28.0,27.0,55.0,54.0,55.0,54.0,10,10,47.0,47.0,--,21°,23°,--,0,--,--
19,9i,--,95.0,95.0,98.0,97.0,100.0,98.0,102.0,101.0,75,79,77.0,77.0,--,35°,36°,--,1L,--,--
20,9i,--,85.0,84.0,86.0,85.0,89.0,87.0,90.0,89.0,75,75,73.0,73.0,--,38°,38°,--,0,--,--
21,9i,--,89.0,89.0,91.0,90.0,95.0,94.0,96.0,96.0,52,52,75.0,75.0,--,26°,28°,--,1L,--,--
22,D,--,105.0,104.0,108.0,107.0,140.0,140.0,144.0,143.0,23,23,98.0,101.0,--,12°,13°,--,1R,--,--
23,D,--,91.0,90.0,93.0,92.0,136.0,136.0,138.0,138.0,10,10,119.0,124.0,--,9°,10°,--,2L,--,--
24,D,--,40.0,30.0,40.0,30.0,93.0,82.0,93.0,82.0,0,0,77.0,78.0,--,2°,3°,--,0,--,--
25,D,--,150.0,149.0,161.0,161.0,178.0,178.0,189.0,189.0,39,39,124.0,129.0,--,9°,10°,--,3R,--,--
26,D,--,39.0,37.0,39.0,37.0,69.0,67.0,69.0,67.0,10,10,55.0,55.0,--,17°,18°,--,0,--,--
27,D,--,187.0,187.0,207.0,207.0,210.0,210.0,231.0,231.0,69,75,129.0,134.0,--,14°,15°,--,3L,--,--
28,D,--,109.0,105.0,114.0,109.0,154.0,151.0,159.0,154.0,10,10,113.0,117.0,--,6°,7°,--,2R,--,--
29,D,--,83.0,83.0,84.0,84.0,100.0,100.0,101.0,101.0,33,33,76.0,76.0,--,20°,21°,--,1R,--,--
37,7i,--,57.0,55.0,57.0,55.0,79.0,77.0,79.0,77.0,20,20,58.0,58.0,--,22°,24°,--,0,--,--
38,7i,--,60.0,58.0,60.0,59.0,84.0,83.0,84.0,83.0,20,20,60.0,60.0,--,22°,23°,--,1L,--,--
39,7i,--,38.0,37.0,38.0,37.0,65.0,63.0,65.0,63.0,13,13,52.0,52.0,--,20°,22°,--,0,--,--
40,7i,--,61.0,60.0,61.0,60.0,82.0,81.0,82.0,81.0,23,23,62.0,62.0,--,21°,23°,--,1R,--,--
41,7i,--,62.0,60.0,62.0,61.0,84.0,83.0,85.0,83.0,23,23,62.0,62.0,--,21°,23°,--,0,--,--
42,7i,--,48.0,46.0,48.0,46.0,72.0,71.0,72.0,71.0,16,16,57.0,57.0,--,20°,22°,--,0,--,--
43,7i,--,69.0,67.0,69.0,68.0,85.0,84.0,86.0,84.0,26,26,65.0,65.0,--,21°,23°,--,0,--,--
44,7i,--,54.0,52.0,54.0,52.0,75.0,74.0,75.0,74.0,20,20,57.0,57.0,--,24°,25°,--,0,--,--
45,7i,--,58.0,56.0,58.0,57.0,79.0,77.0,79.0,77.0,20,20,62.0,62.0,--,20°,21°,--,0,--,--
46,7i,--,39.0,37.0,39.0,37.0,67.0,66.0,68.0,66.0,10,10,53.0,53.0,--,18°,20°,--,0,--,--
47,7i,--,42.0,39.0,42.0,40.0,66.0,63.0,66.0,63.0,13,13,52.0,52.0,--,21°,22°,--,0,--,--
48,7i,--,62.0,61.0,63.0,61.0,82.0,80.0,82.0,80.0,23,23,63.0,63.0,--,21°,23°,--,0,--,--
49,7i,--,58.0,56.0,58.0,57.0,83.0,82.0,83.0,82.0,20,20,62.0,62.0,--,21°,23°,--,1L,--,--
50,7i,--,59.0,57.0,59.0,57.0,91.0,89.0,91.0,89.0,13,13,66.0,66.0,--,16°,17°,--,1L,--,--
51,7i,--,44.0,42.0,45.0,42.0,74.0,72.0,74.0,72.0,10,10,60.0,60.0,--,15°,17°,--,0,--,--
52,7i,--,65.0,63.0,65.0,65.0,70.0,69.0,70.0,69.0,43,43,62.0,62.0,--,33°,34°,--,1R,--,--
53,7i,--,19.0,15.0,19.0,15.0,47.0,44.0,47.0,44.0,0,0,41.0,41.0,--,8°,9°,--,0,--,--
54,7i,--,75.0,73.0,77.0,74.0,93.0,92.0,94.0,92.0,30,30,68.0,68.0,--,21°,23°,--,1L,--,--
55,7i,--,66.0,65.0,67.0,66.0,80.0,79.0,81.0,80.0,30,30,63.0,63.0,--,24°,25°,--,0,--,--
56,7i,--,114.0,113.0,118.0,117.0,133.0,132.0,138.0,137.0,43,46,95.0,97.0,--,17°,18°,--,3R,--,--
57,7i,--,60.0,59.0,61.0,59.0,81.0,80.0,82.0,80.0,20,20,62.0,62.0,--,20°,22°,--,0,--,--
58,7i,--,58.0,56.0,58.0,56.0,82.0,80.0,82.0,80.0,16,16,61.0,61.0,--,20°,22°,--,0,--,--
59,7i,--,58.0,56.0,58.0,56.0,83.0,82.0,84.0,82.0,16,16,62.0,62.0,--,19°,20°,--,0,--,--
60,7i,--,52.0,51.0,52.0,51.0,78.0,75.0,78.0,75.0,16,16,59.0,59.0,--,20°,22°,--,0,--,--
61,7i,--,54.0,52.0,54.0,52.0,78.0,75.0,78.0,75.0,16,16,58.0,58.0,--,21°,22°,--,1L,--,--
62,7i,--,23.0,21.0,23.0,21.0,50.0,48.0,50.0,48.0,3,3,35.0,35.0,--,20°,21°,--,0,--,--
63,7i,--,66.0,65.0,67.0,65.0,84.0,83.0,85.0,83.0,23,26,63.0,63.0,--,22°,23°,--,0,--,--
64,7i,--,65.0,62.0,65.0,63.0,86.0,85.0,87.0,85.0,23,23,62.0,62.0,--,22°,24°,--,0,--,--
65,7i,--,59.0,58.0,60.0,58.0,81.0,80.0,82.0,80.0,20,20,60.0,60.0,--,21°,22°,--,1L,--,--
66,7i,--,79.0,78.0,80.0,79.0,97.0,96.0,98.0,97.0,33,33,73.0,73.0,--,21°,23°,--,3L,--,--
67,7i,--,70.0,70.0,71.0,71.0,75.0,75.0,77.0,77.0,49,49,64.0,64.0,--,36°,37°,--,1R,--,--
68,7i,--,33.0,32.0,33.0,32.0,51.0,50.0,51.0,50.0,16,16,41.0,41.0,--,31°,33°,--,0,--,--
69,7i,--,115.0,116.0,120.0,121.0,149.0,150.0,153.0,154.0,30,30,107.0,111.0,--,13°,14°,--,4L,--,--
70,7i,--,162.0,162.0,175.0,175.0,176.0,176.0,190.0,190.0,59,66,116.0,121.0,--,14°,16°,--,1R,--,--
71,7i,--,148.0,147.0,159.0,157.0,166.0,165.0,178.0,176.0,59,62,108.0,112.0,--,16°,17°,--,2R,--,--
72,7i,--,59.0,58.0,60.0,58.0,82.0,80.0,82.0,80.0,20,20,61.0,61.0,--,21°,23°,--,0,--,--
73,7i,--,39.0,35.0,39.0,35.0,75.0,72.0,75.0,72.0,3,3,55.0,55.0,--,8°,9°,--,0,--,--
74,7i,--,93.0,92.0,95.0,94.0,97.0,97.0,100.0,100.0,66,66,73.0,73.0,--,34°,36°,--,1R,--,--
75,7i,--,55.0,54.0,55.0,54.0,80.0,79.0,81.0,79.0,20,20,58.0,58.0,--,22°,24°,--,0,--,--
76,7i,--,50.0,48.0,50.0,49.0,72.0,71.0,72.0,71.0,16,16,54.0,54.0,--,22°,24°,--,0,--,--
77,7i,--,66.0,63.0,66.0,63.0,90.0,87.0,90.0,89.0,20,20,63.0,64.0,--,20°,21°,--,0,--,--
78,7i,--,67.0,66.0,68.0,66.0,89.0,87.0,90.0,87.0,23,23,63.0,63.0,--,21°,23°,--,0,--,--
79,7i,--,22.0,20.0,22.0,20.0,48.0,47.0,48.0,47.0,3,3,42.0,42.0,--,17°,18°,--,0,--,--
80,7i,--,95.0,94.0,97.0,96.0,98.0,98.0,101.0,101.0,66,66,80.0,80.0,--,29°,31°,--,2R,--,--
81,7i,--,102.0,101.0,105.0,104.0,106.0,105.0,109.0,108.0,62,66,81.0,81.0,--,27°,29°,--,2R,--,--
82,7i,--,21.0,20.0,21.0,20.0,37.0,36.0,37.0,36.0,10,10,35.0,35.0,--,25°,27°,--,0,--,--
83,7i,--,13.0,12.0,13.0,12.0,39.0,38.0,39.0,38.0,3,3,39.0,39.0,--,19°,21°,--,0,--,--
84,7i,--,22.0,19.0,22.0,19.0,52.0,48.0,52.0,48.0,3,3,33.0,33.0,--,11°,12°,--,0,--,--
85,7i,--,30.0,28.0,30.0,28.0,48.0,47.0,48.0,47.0,16,16,26.0,26.0,--,44°,44°,--,0,--,--
86,7i,--,89.0,89.0,91.0,90.0,114.0,114.0,116.0,115.0,33,33,78.0,79.0,--,19°,21°,--,2L,--,--
87,7i,--,96.0,95.0,100.0,97.0,110.0,108.0,113.0,112.0,46,49,78.0,79.0,--,23°,25°,--,1R,--,--
88,7i,--,72.0,71.0,72.0,71.0,83.0,82.0,84.0,83.0,30,30,70.0,71.0,--,22°,24°,--,2R,--,--
89,7i,--,79.0,79.0,80.0,80.0,84.0,84.0,85.0,85.0,46,46,70.0,70.0,--,29°,31°,--,2R,--,--
90,7i,--,167.0,167.0,184.0,184.0,198.0,198.0,213.0,213.0,43,46,122.0,126.0,--,12°,13°,--,2R,--,--
91,7i,--,176.0,176.0,192.0,194.0,199.0,200.0,217.0,218.0,59,62,122.0,127.0,--,13°,14°,--,0,--,--
92,7i,--,58.0,54.0,58.0,54.0,102.0,97.0,103.0,97.0,7,7,84.0,85.0,--,9°,9°,--,0,--,--
93,7i,--,77.0,74.0,78.0,75.0,116.0,114.0,117.0,115.0,13,13,85.0,86.0,--,11°,12°,--,2L,--,--
94,7i,--,12.0,11.0,12.0,11.0,26.0,26.0,26.0,26.0,3,3,27.0,27.0,--,30°,31°,--,0,--,--
95,7i,--,78.0,77.0,79.0,78.0,84.0,83.0,85.0,84.0,66,66,66.0,66.0,--,40°,41°,--,0,--,--
96,7i,--,106.0,105.0,109.0,108.0,110.0,109.0,115.0,113.0,66,69,81.0,82.0,--,28°,30°,--,0,--,--
97,7i,--,167.0,168.0,184.0,184.0,174.0,174.0,189.0,189.0,98,105,94.0,96.0,--,18°,20°,--,4R,--,--
