Shot #,球桿,桿數優勢,練習球落點距離(碼),無坡落點距離-練習球(碼),比賽球落點(碼),無坡落點距離-比賽球(碼),總距離-練習球(碼),無坡總距離-練習球(碼),總距離-比賽球(碼),無坡總距離-比賽球(碼),最高點 (英尺),頂點（英尺） 高级,球速(mph),球速 (mph) 高級,出球方向,出球角度(度),發射角度（度）高級,從中心點(碼),偏移,離洞距離(碼),目標(碼)
54,D,--,51.0,43.0,51.0,43.0,107.0,98.0,108.0,98.0,3,3,76.0,76.0,--,4°,4°,--,0,--,--
55,D,--,36.0,35.0,37.0,35.0,67.0,65.0,67.0,65.0,7,10,55.0,55.0,--,17°,19°,--,0,--,--
56,D,--,92.0,91.0,94.0,92.0,137.0,136.0,139.0,138.0,10,10,113.0,117.0,--,9°,10°,--,3L,--,--
57,7i,--,59.0,55.0,59.0,55.0,98.0,94.0,98.0,94.0,7,7,83.0,84.0,--,10°,11°,--,1R,--,--
58,7i,--,101.0,101.0,104.0,103.0,109.0,108.0,113.0,112.0,49,49,80.0,80.0,--,23°,25°,--,1R,--,--
59,7i,--,42.0,38.0,42.0,38.0,77.0,73.0,77.0,73.0,7,7,72.0,72.0,--,10°,12°,--,0,--,--
60,7i,--,51.0,46.0,51.0,46.0,101.0,95.0,101.0,95.0,3,3,88.0,89.0,--,8°,8°,--,0,--,--
61,7i,--,85.0,83.0,86.0,84.0,114.0,112.0,115.0,113.0,23,23,81.0,81.0,--,16°,17°,--,2R,--,--
62,7i,--,101.0,100.0,104.0,103.0,106.0,105.0,109.0,108.0,59,59,81.0,83.0,--,25°,26°,--,0,--,--
63,7i,--,100.0,98.0,102.0,101.0,106.0,105.0,108.0,107.0,52,52,80.0,81.0,--,24°,25°,--,1L,--,--
64,7i,--,97.0,96.0,100.0,98.0,114.0,113.0,116.0,115.0,39,43,81.0,82.0,--,21°,22°,--,1R,--,--
65,7i,--,84.0,83.0,85.0,84.0,110.0,109.0,112.0,110.0,26,26,79.0,80.0,--,17°,18°,--,3R,--,--
66,7i,--,92.0,91.0,94.0,93.0,98.0,97.0,101.0,100.0,52,52,75.0,75.0,--,25°,27°,--,0,--,--
67,7i,--,103.0,102.0,106.0,105.0,106.0,105.0,108.0,108.0,69,72,84.0,85.0,--,25°,27°,--,1R,--,--
68,7i,--,96.0,95.0,100.0,98.0,100.0,98.0,102.0,101.0,72,72,82.0,83.0,--,28°,30°,--,1R,--,--
69,7i,--,102.0,101.0,105.0,103.0,110.0,109.0,114.0,113.0,52,56,80.0,80.0,--,24°,25°,--,1L,--,--
70,7i,--,104.0,103.0,107.0,106.0,107.0,106.0,110.0,109.0,69,72,85.0,86.0,--,25°,26°,--,1R,--,--
71,7i,--,108.0,107.0,113.0,112.0,113.0,112.0,116.0,116.0,66,69,88.0,89.0,--,23°,25°,--,1R,--,--
72,7i,--,57.0,54.0,57.0,54.0,96.0,93.0,96.0,93.0,10,10,76.0,76.0,--,11°,12°,--,1L,--,--
73,7i,--,26.0,22.0,26.0,22.0,67.0,62.0,67.0,62.0,3,3,49.0,49.0,--,9°,10°,--,0,--,--
74,9i,--,25.0,16.0,25.0,16.0,47.0,38.0,47.0,38.0,0,0,18.0,18.0,--,22°,24°,--,1R,--,--
75,9i,--,17.0,15.0,17.0,15.0,48.0,46.0,48.0,46.0,3,3,46.0,46.0,--,11°,12°,--,0,--,--
76,9i,--,17.0,15.0,17.0,15.0,48.0,45.0,48.0,45.0,3,3,47.0,47.0,--,10°,11°,--,0,--,--
77,9i,--,96.0,94.0,98.0,96.0,113.0,110.0,115.0,113.0,43,43,79.0,80.0,--,21°,23°,--,0,--,--
78,9i,--,14.0,12.0,14.0,12.0,49.0,47.0,49.0,47.0,3,3,56.0,56.0,--,10°,11°,--,0,--,--
79,9i,--,78.0,77.0,79.0,78.0,80.0,79.0,81.0,80.0,66,69,68.0,68.0,--,37°,38°,--,1R,--,--
80,9i,--,95.0,95.0,97.0,97.0,104.0,103.0,106.0,105.0,49,49,81.0,81.0,--,22°,24°,--,3R,--,--
81,9i,--,49.0,40.0,49.0,40.0,104.0,94.0,104.0,94.0,3,3,100.0,103.0,--,3°,4°,--,0,--,--
82,9i,--,100.0,98.0,103.0,101.0,121.0,120.0,125.0,122.0,30,30,85.0,86.0,--,15°,16°,--,0,--,--
83,9i,--,81.0,81.0,82.0,82.0,84.0,83.0,85.0,84.0,56,56,72.0,73.0,--,30°,31°,--,0,--,--
84,9i,--,51.0,49.0,51.0,50.0,72.0,71.0,72.0,71.0,16,16,62.0,62.0,--,19°,21°,--,2R,--,--
85,9i,--,87.0,87.0,90.0,89.0,90.0,90.0,92.0,91.0,72,72,71.0,71.0,--,35°,36°,--,0,--,--
86,9i,--,84.0,83.0,85.0,84.0,90.0,89.0,91.0,90.0,56,56,75.0,75.0,--,29°,30°,--,1R,--,--
87,9i,--,87.0,86.0,89.0,87.0,91.0,90.0,92.0,91.0,66,66,72.0,72.0,--,34°,35°,--,2L,--,--
88,D,--,48.0,43.0,48.0,43.0,105.0,100.0,105.0,100.0,3,3,98.0,101.0,--,4°,5°,--,1L,--,--
89,D,--,133.0,133.0,141.0,141.0,142.0,142.0,150.0,150.0,46,49,116.0,120.0,--,13°,14°,--,5R,--,--
90,D,--,38.0,37.0,39.0,37.0,69.0,67.0,69.0,67.0,7,7,57.0,57.0,--,17°,18°,--,1L,--,--
91,D,--,56.0,28.0,56.0,28.0,119.0,92.0,119.0,92.0,0,0,94.0,96.0,--,1°,1°,--,0,--,--
92,D,--,136.0,136.0,144.0,143.0,176.0,176.0,185.0,185.0,20,20,124.0,129.0,--,6°,7°,--,2R,--,--
93,D,--,68.0,66.0,69.0,67.0,109.0,107.0,110.0,108.0,10,10,117.0,122.0,--,9°,10°,--,2L,--,--
94,SW,--,22.0,20.0,22.0,20.0,48.0,47.0,48.0,47.0,3,3,40.0,40.0,--,18°,20°,--,0,--,--
95,SW,--,30.0,28.0,30.0,28.0,45.0,44.0,45.0,44.0,16,16,37.0,37.0,--,38°,39°,--,1L,--,--
96,SW,--,12.0,11.0,12.0,11.0,27.0,26.0,27.0,26.0,3,3,28.0,28.0,--,25°,27°,--,0,--,--
